12,327.4,89.2,363.4,78.4,1.2,859.6
13,315.4,107.6,327.6,75,0.6,826.2
14,302.2,105.6,348.8,76.2,1.6,834.4
15,354.6,110.8,413.2,91.8,0.8,971.2
16,338.2,84.8,432.2,84,1.8,941
17,309.4,82.4,476,73.4,3.4,944.6
18,332,75.4,404.8,91.8,2,906
19,203.8,70.6,287,80.8,2.2,644.4
20,119.4,67.6,214.6,81.2,1.8,484.6
21,146,48.8,217.8,65.6,1.8,480
22,75.4,36.6,334.2,53.2,5.2,504.6
23,90.4,28.4,186.6,39,4.8,349.2
0,58.6,21,81.4,29.4,0.6,191
1,24.4,12.6,29.6,25.4,0.4,92.4
2,23.6,14.4,17.2,20,0.2,75.4
3,23.6,17,11.2,22.2,0.4,74.4
4,50,21.8,17.2,26.2,2.6,117.8
5,76,41.2,26,32.4,2.6,178.2
6,126.2,51.4,39.8,33.6,0.6,251.6
7,237.6,68.6,70.6,39.6,2.2,418.6
8,302,85.2,106.6,58,1.8,553.6
9,323.2,75.6,170,69.2,1.6,639.6
10,333.4,88.2,188.8,79.8,1.4,691.6
11,356,92.6,237.6,77,2.8,766
12,334.6,94,326.6,74,1,830.2
13,323.4,112.2,344.4,70.6,1,851.6
14,297.6,112.8,375,74.4,1.4,861.2
15,345.2,107.6,413.4,87,1,954.2
16,317.6,103.8,464.4,84.8,2,972.6
17,337.2,92.4,452.8,82.4,2,966.8
18,336.2,76.6,424.4,83.8,0.8,921.8
19,189.4,65.2,287.4,77.2,2.2,621.4
20,129.2,72.4,218.4,77.4,2,499.4
21,155.6,50.2,227,66,2.6,501.4
22,76,39.6,350.4,56,2.6,524.6
23,85.2,27.4,172,45,4.2,333.8
0,88.6,21.4,77.4,27.4,1.4,216.2
1,28,20.4,32.6,23.2,0,104.2
2,30.2,18.8,13.8,21.2,0,84
3,23.4,21.8,14.4,20,0.6,80.2
4,47.4,32.2,16.8,29.6,2,128
5,68,39.6,28,29.6,1.6,166.8
6,130.8,52,37.2,34,0.8,254.8
7,240.6,74,70.6,37.2,2.2,424.6
8,307.2,88.6,108,61,1.4,566.2
9,306,79,150.6,79.8,0.6,616
10,324.8,86.8,198.6,76.2,1,687.4
11,334.8,102.6,253.2,76.2,2.4,769.2
12,319.2,93.8,313.4,75.8,1,803.2
13,298.6,126.6,295.4,78.8,0.4,799.8
14,263,130.2,326.4,74.2,1.2,795
15,319.6,121.4,367.6,87,0.8,896.4
16,251.2,115.4,390.4,85,2,844
17,204,107.4,456,83,2.4,852.8
18,230.6,99.2,362.2,92.6,1.8,786.4
19,124,90,250.4,87.4,1.6,553.4
20,92.8,73.2,200,89.8,1.4,457.2
21,128.6,57.2,178.2,73.4,1.4,438.8
22,59.2,48.2,125.4,67,3,302.8
23,79.8,31,93.6,45.6,0.8,250.8
0,62.6,28,56.4,32.6,0.4,180
1,18.2,17.8,28.4,28,0.4,92.8
2,21.6,19.2,13,26,0.2,80
3,20.2,23.8,8.8,27.2,0.6,80.6
4,42.8,35.2,13.4,32.4,2.6,126.4
5,77.2,50.8,25.8,38,1.4,193.2
6,134,70.4,46.8,39,1.2,291.4
7,255.6,91.6,65.6,46.2,1.8,460.8
8,291.4,108,102.8,73.8,1,577
9,286.4,98.2,147.2,103.8,1,636.6
10,288.2,98.6,174.8,88,1.4,651
11,302.6,107.6,234.2,100,2.2,746.6
12,286.2,126.4,277.2,88.6,0,778.4
13,296.4,130.2,267.4,93.4,0.4,787.8
14,269.2,127.2,321.2,96,1.4,815
15,325,127.6,391.4,96,0.8,940.8
16,287.4,126.4,420,99.6,3.4,936.8
17,293.8,103.8,419.6,99.6,1.6,918.4
18,284.2,101.6,363,91,0.4,840.2
19,154.4,99,242.2,104.4,1.8,601.8
20,113.4,81.8,198.6,95.4,1.2,490.4
21,139,70.6,183.4,84.8,2.2,480
22,60.4,55.2,219.2,70.4,3.2,408.4
23,65.4,34.4,115.8,53.4,2,271
0,72.4,20.6,51.8,40.4,0.8,186
1,16,24.2,21.6,30,0.4,92.2
2,21.2,23.6,10,26.2,0.2,81.2
3,20.4,24.8,8,29,1.2,83.4
4,36.4,32.6,11.8,31.4,1,113.2
5,63.2,52,21.6,39.6,1.2,177.6
6,138,72.4,36,42.8,1,290.2
7,264.8,80.8,65.2,49.2,2,462
8,319.8,113.8,97.2,70.8,1,602.6
9,297.4,91.4,161,90.8,0.4,641
10,296.6,103,180.2,108.4,2.2,690.4
11,300,113.6,212.6,105.2,1.6,733
12,260.4,103.8,270.8,103.8,1.6,740.4
13,271.4,124.8,257.4,103,0.4,757
14,250.6,135.8,271.2,106.8,2.6,767
15,316.6,123.6,352,98.6,1.4,892.2
16,237.6,125.4,345.6,98.2,1.8,808.6
17,227.4,112,392.2,109.6,1.6,842.8
18,230.2,104.4,331.4,110.8,2,778.8
19,113.4,96.2,214.4,111.4,1.4,536.8
20,102,80,181.2,93.8,0.2,457.2
21,136.8,73.6,175,83,1.8,470.2
22,66.2,49,173.2,68.6,2.4,359.4
23,89.6,31.8,92.8,55.8,2,272
0,67,27.2,52.6,41.2,0.4,188.4
1,19.2,26,23.6,40.2,0.4,109.4
2,13.8,17.2,9.2,27,0,67.2
3,20.6,21.6,9.4,26.8,1.2,79.6
4,37.2,26.8,14,27.4,2,107.4
5,58.2,46,18.6,38.6,1.2,162.6
6,130.2,66.8,36.6,37.6,0.8,272
7,254.8,86.2,67,43.8,2.2,454
8,285.4,91.6,101.6,69.2,1,548.8
9,272.2,86.4,145.4,96.4,0.2,600.6
10,266,90.8,167.8,109.2,1.4,635.2
11,282.6,107.4,202.4,98.8,2,693.2
12,248,109.4,275.2,95.2,0.8,728.6
13,253.2,120.8,243.2,101,0.4,718.6
14,263.2,116.4,286.6,105.4,1,772.6
15,318.6,119,354,94,1.8,887.4
16,320.8,117,387.4,101,1.8,928
17,322.8,109.8,359.4,108.8,2.6,903.4
18,378.6,92.6,336,84.2,2,893.4
19,163.4,96.6,219,101.4,1.2,581.6
20,109.2,73.6,186.2,95.8,0.4,465.2
21,136.2,61.8,211.8,91,3.4,504.2
22,66.8,41.6,303,76,5,492.4
23,77.8,31.8,237.4,48.4,4.6,400
0,67.4,22.8,65.6,39.8,1,196.6
1,21.2,19.8,23.4,29,0.4,93.8
2,13.8,18.2,12.6,29.2,0.2,74
3,20.2,23.4,10.2,29.4,1,84.2
4,44.8,36,13,30.6,2.2,126.6
5,73.8,46,21.6,40.8,0.8,183
6,149,67.4,37.2,41.6,1.2,296.4
7,289.6,81,65.6,47,2.4,485.6
8,330.8,99,100.8,82.4,1.2,614.2
9,313,97.4,157.6,98.2,0.8,667
10,314.4,94.6,190.6,109.4,1.4,710.4
11,304.6,107,253,99.8,1.8,766.2
12,300.8,113.2,312.6,99.6,1.2,827.4
13,287.4,113,277.4,107.6,0.6,786
14,275.8,114.4,299.2,102.2,1.4,793
15,311.8,113.8,376.6,104.6,1.2,908
16,279,111.2,357.8,97.6,1.4,847
17,276.8,92,436.2,100.4,2.2,907.6
18,275.4,81.6,366,105,2.2,830.2
19,155.2,77,248.4,99.4,1.4,581.4
20,131,67.6,218,92.8,1,510.4
21,151,54.2,192,76.4,2.2,475.8
22,75.8,39.8,204.8,63.2,4.2,387.8
23,99.8,25.8,106.6,55.4,3.4,291
0,55,24.2,64.2,30.4,0.6,174.4
1,21.6,21.6,23.2,26.8,0.4,93.6
2,16.2,20,13.2,23.2,0,72.6
3,24.4,18.6,11,22.4,0.4,76.8
4,36.2,22.2,12.6,30.8,2.8,104.6
5,60.2,47,22,39,1.6,169.8
6,114.6,57.8,33.6,36,1,243
7,237.2,72.8,55.4,47,2.2,414.6
8,294.6,82.4,97.6,62.8,1.2,538.6
9,281.8,70,138.6,87.6,0.8,578.8
10,300,70.2,183.2,88.8,0.6,642.8
11,321.8,87.6,252.6,84.6,2.4,749
12,291,91.6,325.6,90.4,0.8,799.4
13,292.8,97.8,303.4,88.6,0.4,783
14,270.4,100.8,323.2,82.2,1.4,778
15,337.4,92.4,390.4,79.8,1,901
16,268.8,92,406.4,87.8,2,857
17,234.4,77.4,429.4,91.6,2.6,835.4
18,247.4,76.8,366,82.2,1.2,773.6
19,155,78.4,245.2,84.6,2,565.2
20,117,49.2,218.4,76.4,0.6,461.6
21,139.4,40.2,203.6,62,2.2,447.4
22,74.4,38,146.2,50,3,311.6
23,100.2,29.4,110.8,42.2,3,285.6
0,55.2,16.8,54.2,30,0.8,157
1,21,17.6,26.4,27.6,0.2,92.8
2,24,15.8,11.2,19.8,0,70.8
3,25.6,15.2,11.6,24.2,1,77.6
4,37.2,23.6,15,23.4,1.6,100.8
5,63.2,34.6,23.2,28.8,1.4,151.2
6,120.4,44,35.4,36.6,1.2,237.6
7,218.6,77.8,67.8,44.6,1.6,410.4
8,295.2,77.8,104.4,65.4,0.6,543.4
9,293,81.4,159.8,72.4,0.6,607.2
10,330.4,92.2,209.8,83.4,1.4,717.2
11,327.2,90.8,275.6,68.6,1.4,763.6
12,340,103.2,337.8,73.4,0.8,855.2
13,308.4,100.6,313.2,74.2,0.6,797
14,282.2,115.8,362.8,82,0.8,843.6
15,352.4,103,431,75.4,1.6,963.4
16,322.2,88.6,396.6,76,1.8,885.2
17,295.8,79.8,462.2,77.6,2.6,918
18,309.8,73,411.2,83,1.8,878.8
19,186.8,74.8,265.2,80,1.4,608.2
20,117.8,72.8,223,73.6,0.2,487.4
21,139.4,47.6,212,59.8,4,462.8
22,76.8,39.4,230.4,49.6,1.2,397.4
23,84.4,26.6,141,40.4,1.6,294
0,79.4,20.6,70.2,28.2,0.6,199
1,26.2,18.8,32.2,25.2,0.2,102.6
2,23.2,17.2,15.6,19.6,0,75.6
3,26.8,15.6,9.8,21.4,1,74.6
4,38,29,13.2,28.2,2.2,110.6
5,61,36,18.4,32.6,1.2,149.2
6,119.8,53,37.6,34.6,1.6,246.6
7,219.6,61.2,67.4,48.6,2,398.8
8,255.2,77.4,93.6,57.6,1,484.8
9,292.2,78,165.6,75.8,0.6,612.2
10,320.4,84,184.8,81.4,1.2,671.8
11,337.4,89.8,252.4,76.4,1.6,757.6
12,326.2,103.4,321.6,71,0.2,822.4
13,308.6,114.6,285,78.4,0.8,787.4
14,290.4,113.8,330,82.2,1.8,818.2
15,325.4,121.2,391.6,73.8,0.4,912.4
16,262.4,121.2,381.8,79.2,3,847.6
17,277.4,108.4,402.8,87.6,2.8,879
18,267.2,101.8,370,91,2.8,832.8
19,122.8,88,259.4,82.6,1.4,554.2
20,101,70.8,189.8,85,1.4,448
21,125,62.8,205.8,64.6,2,460.2
22,67.8,48.6,195.2,60,2.4,374
23,80,29.4,96.2,47.6,1.4,254.6
0,63.6,21,64.2,36.8,0.4,186
1,24.2,16,24.6,27.8,0.6,93.2
2,27.8,14.8,8.2,23.8,0,74.6
3,25.6,23.4,5.6,22.2,0.6,77.4
4,43.8,27.8,10.6,30.6,2.6,115.4
5,61.6,46.2,21.4,38,0.8,168
6,126.4,74.2,36,40.4,0.6,277.6
7,232.8,102,60,50,2.4,447.2
8,268.8,94.2,96,76.6,0.8,536.4
9,259.2,86.8,149.2,91,1.2,587.4
10,271.2,99.4,167.4,92.6,1.4,632
11,295.8,111,220.4,97.2,2.4,726.8
12,273.8,118.4,295.6,85.6,0.8,774.2
13,294,131,279.8,95.4,0.6,800.8
14,275.2,131.6,303.6,92.2,1.6,804.2
15,322.2,133.2,357,103,1,916.4
16,323.8,119.4,388,104.8,2,938
17,344,111,398.8,103.8,1.2,958.8
18,343,118.2,344,106.2,2.4,913.8
19,162.6,95.8,244.2,100.6,2,605.2
20,115.2,89.6,196.6,105.6,1,508
21,142.8,65.2,195.6,83.2,1.6,488.4
22,63.8,59.4,241.4,77.8,2.6,445
23,73.4,60,244.4,53,2.8,433.6
0,67.8,29.8,58.4,37.8,1,194.8
1,20.4,21.2,22.2,28,0.2,92
2,22.6,22.8,14.6,30.8,0.2,91
3,23.8,23.8,9.8,26.2,0.8,84.4
4,39,32.6,15.8,38.8,2,128.2
5,66,51.6,23,38,1.4,180
6,136,70.8,40.2,38.6,0.8,286.4
7,254.6,92.6,67,51.2,2.2,467.6
8,333.6,115.8,105,80,0.8,635.2
9,299.4,92.2,154.2,104.4,0.8,651
10,315.4,105.2,185.4,97,2.2,705.2
11,312.8,107,251.2,99.6,1.6,772.2
12,292.2,119.6,315,110,0.6,837.4
13,258.6,113.2,258,102,0.8,732.6
14,274.2,131.8,285.2,98.4,1.4,791
15,288,109.6,337.8,95.8,1,832.2
16,227.6,121.8,326,92.8,1.8,770
17,222.4,118,364.6,107,2.2,814.2
18,213.4,110.8,318.4,103,1.4,747
19,116.6,106.8,229.8,105.8,2.2,561.2
20,93.8,81.6,181.6,93.4,1.4,451.8
21,116.2,58.4,177.6,78.8,2.4,433.4
22,69.6,53.6,126.2,66.8,4.4,320.6
23,87.2,42,95.6,58,0.2,283
0,56,25.6,54.8,45.2,1.4,183
1,18.8,24.8,23.6,35.6,0.4,103.2
2,13.8,23,9.2,28,0.2,74.2
3,19.4,20,8.8,25,0.6,73.8
4,38.4,33,13.2,36.8,2.2,123.6
5,67.2,46.6,22,35.6,1.4,172.8
6,125.8,67,34.8,41.4,0.8,269.8
7,270.6,100,59.2,52,2.2,484
8,312.8,101.8,100.8,79,0.8,595.2
9,285,91.2,152.4,104.2,1.2,634
10,340.2,96,181,107.4,2.6,727.2
11,365.4,110.6,225.4,100.2,1.8,803.4
12,292,102.2,295.2,99,0.8,789.2
13,284,137.4,292,99.4,0.4,813.2
14,288.8,130.4,337,97.8,1,855
15,316,128,484.4,104,2,1034.4
16,259.4,128,455.8,103.2,2.4,948.8
17,261.6,110.4,432.6,107.6,2.6,914.8
18,277.6,96.4,366,109.6,1.8,851.4
19,160.8,95,254.8,96.2,1.2,608
20,122.6,80,188.4,92,1.4,484.4
21,153.2,56.6,207.2,80,2.2,499.2
22,71,54.6,128,73.8,3,330.4
23,84.2,33.2,91.8,55.4,2.8,267.4
0,71.8,28.6,57.2,34.2,1.2,193
1,16.6,17.2,26.4,30.2,0.6,91
2,17.2,21,13,30.2,0.2,81.6
3,21.8,31,8.8,30.4,0.8,92.8
4,37.6,31.6,16.6,34.4,1.8,122
5,68.2,46.8,20.6,41,2.2,178.8
6,132,65.2,42.2,41.2,1.4,282
7,255.8,96.6,57.6,45.6,2.8,458.4
8,323,101.4,98.8,69.6,0.6,593.4
9,304.6,94.8,151,90,0.6,641
10,309.2,96.8,183.4,97.6,0.4,687.4
11,314.8,124.2,220.6,106.2,2.2,768
12,313,111.8,293.4,89,0,807.2
13,309.8,124,265,99.4,0.4,798.6
14,309.8,120.2,300.4,93.2,1.8,825.4
15,316,102.2,365.2,96,1,880.4
16,312.2,100.8,374.4,92.8,2,882.2
17,306,95,424.8,100,1.4,927.2
18,324.6,96.2,347.6,88.2,1.4,858
19,172.2,90.6,220.4,95.4,2,580.6
20,126.6,66.6,204.8,90.4,1.4,489.8
21,149.6,50,218.6,84.6,3.6,506.4
22,79,33.2,233.2,68.8,3,417.2
23,85.2,30.8,125.4,58.4,3.2,303
0,72.4,22.8,67.2,37.6,1.8,201.8
1,26,17.4,21.8,30,0.2,95.4
2,17.2,16,14.6,24,0.4,72.2
3,27.2,19.6,10.4,25.2,1.2,83.6
4,40,25.2,13.8,27.2,2.2,108.4
5,67.6,39.6,23.8,28.6,1,160.6
6,125.8,64.6,31.8,35.2,0.6,258
7,257.8,68.4,60.6,46.6,2.8,436.2
8,329.8,82.2,93.8,71.6,1.4,578.8
9,332.6,71.2,157.8,86,0.6,648.2
10,321,82.2,200.2,86,0.8,690.2
11,339.6,82.6,248,91.6,2.2,764
12,363.6,89.2,330.8,91.4,0.8,875.8
13,309.2,108.4,310.4,94,0,822
14,303.8,122,344.6,87,1.2,858.6
15,343,122,439.8,82.4,1.4,988.6
16,300.8,124.2,423.8,82.4,1.4,932.6
17,284.4,96.4,463.2,76.8,3.4,924.2
18,285.4,94.2,360,86.2,1.2,827
19,188.8,84.8,293,80.4,1,648
20,127.8,60.4,227.8,76.2,1.4,493.6
21,153,52.4,215,59.4,2,481.8
22,81.2,37.6,197.4,52,3.4,371.6
23,97.8,30.4,146,40.8,2.8,317.8
0,70,20.2,59.8,31,1,182
1,24.6,19.2,23.6,30,0.2,97.6
2,22.6,18.8,12.8,23.4,0,77.6
3,24.8,20,10.8,22.6,1.2,79.4
4,41.2,23.4,13.2,23.6,1.8,103.2
5,70.4,40.4,22.8,30.8,1.8,166.2
6,131.2,50,37.8,34.4,1,254.4
7,246.2,76,62.6,41.4,1.8,428
8,300,76,98,57,1,532
9,313.8,74.6,146.2,78.6,1.4,614.6
10,326.6,88.6,195.8,86,1.2,698.2
11,344.8,98.6,255.2,81.2,1.8,781.6
12,320.2,104.2,318.6,83.6,0.8,827.4
13,316.4,99.6,306.6,83.8,0.6,807
14,280,126.4,344,76.6,1.2,828.2
15,304.8,109,423.6,68.4,1.6,907.4
16,269.6,108.2,448.4,76.8,1.4,904.4
17,285.2,87.6,455.2,75.2,2.2,905.4
18,237.4,95.4,428.4,75.4,1.8,838.4
19,156.8,83.8,279,79.6,2,601.2
20,124.4,69.4,228.4,78,0.8,501
21,157.8,47.8,201.6,62.8,2.4,472.4
22,71.4,37.8,136.4,50.8,2,298.4
23,93,31.8,94.8,45,3,267.6
0,75.4,21.8,59.2,27.6,1,185
1,26.2,20.6,30.4,26.2,0.8,104.2
2,24.6,17.4,17.4,18,0.2,77.6
3,29.4,21,9.2,22.2,0.8,82.6
4,45.6,26.6,13.2,24.6,1.8,111.8
5,71,40.4,25.2,30.8,1.4,168.8
6,134.2,59,37,34.6,1,265.8
7,239,70,63,35.6,2.4,410
8,261.8,82.4,95.2,54.4,1,494.8
9,280.6,81.2,146.4,74,0.2,582.4
10,312.6,86.6,175,78.2,1.4,653.8
11,311.4,90,227.6,86.6,1.8,717.4
12,313.2,99.8,321,82.6,1.2,817.8
13,302.2,107.4,272.8,81.4,1,764.8
14,269.4,127,316.4,78.2,1,792
15,321.8,114.2,392.4,75.8,1,905.2
16,251.6,136,381.2,77.4,2.4,848.6
17,221.4,118.2,421.4,89.4,2.4,852.8
18,247.6,101.2,350,96.2,2,797
19,122.6,85,242.6,80.4,1.4,532
20,99,72.2,193.4,77,0.8,442.4
21,132.2,65.6,177.2,72.4,2.8,450.2
22,74.4,50,133,63.6,2.4,323.4
23,83.6,27,92.2,42,0.6,245.4
0,58.2,25.2,53.4,29.6,1.2,167.6
1,24.2,21.6,22.8,27,0.2,95.8
2,23,19.6,11,21.4,0,75
3,31.2,23,9.2,24.8,0.8,89
4,41,27.8,12.2,34.2,2.8,118
5,83,50,23.6,34.4,1.2,192.2
6,144.2,69.2,42.4,40.6,1.6,298
7,278.2,93.4,60.2,47.8,2.4,482
8,315.6,105.2,93.8,72.8,0.4,587.8
9,304.2,104.2,129,82.2,0.6,620.2
10,284.4,98.4,175.4,101.4,2.2,661.8
11,313.2,114.4,231.8,107.2,2,768.6
12,300.8,126,284.2,107.6,1.2,819.8
13,281.6,128.2,264.4,95.2,0.8,770.2
14,277.6,132.4,310.8,95.2,1.8,817.8
15,323.6,118.4,392.4,87.6,0.8,922.8
16,258.2,118.4,400.6,91.2,2,870.4
17,267.8,106.6,435,98,3.4,910.8
